name,religion,dob,image_urls,political_carrer,civil_status,images,party,occupation
"Hon. VIJITHA RANAWEERA, M.P.,, M.P.", : Buddhism, : 08-01-1948,http://parliament.lk/uploads/images/members/profile_images/thumbs/1445.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1445.jpg', 'path': 'full/fe11503b5e8a539f2cd268a71aa86b9f2eb133bd.jpg', 'checksum': 'e517cc102ce9cdd31bf94b0c9d3e0d90'}]",United People's Freedom Alliance(UPFA),
"Hon. Vigneswaran, Kasilingam, M.P.",, : 13-09-1941,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,"Ardent supporter of the Federal Party from undergraduate days in early 1960; Acquinted with S.J.V. Chelvanakam, Dr. E.M.V. Naganatha; M. Thiruchelvam, QC, N.R. Rajavarothiam, S.M. Rasamanickam and A. Amirthalingam; Disillusioned with TULF after 1983/84.", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent 2-J (Ind), : Engineer
"Hon. (Ven.) UDUWE DHAMMALOKA THERO, M.P., Thero, M.P.", : Buddhism, : 11-04-1968,http://parliament.lk/uploads/images/members/profile_images/thumbs/1419.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1419.jpg', 'path': 'full/10e34e671667f29e428d2bdd95ae443b080bde09.jpg', 'checksum': '1b49883b0f263afe8ec45fd330b61d0d'}]",Jathika Hela Urumaya (JHU),
"Hon. Vidyaratna, K.V. Samantha, M.P.", : Buddhism,,http://parliament.lk/uploads/images/members/profile_images/thumbs/1477.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1477.jpg', 'path': 'full/b7003a71e1460fbb882fa929e1c2c3720a48b1ac.jpg', 'checksum': '90bf07d04eb49b00127f722dc9866749'}]",United People's Freedom Alliance(UPFA),
"Hon. (Ven.) UDAWATTE NANDA THERO, M.P., Thero, M.P.", : Buddhism, : 18-05-1941,http://parliament.lk/uploads/images/members/profile_images/thumbs/1433.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1433.jpg', 'path': 'full/dd24b013871a0398e92fa17c5ce3de33d34931b2.jpg', 'checksum': 'c037df9cc24cd902cf1ac964eba7e384'}]",Jathika Hela Urumaya (JHU),
"Hon. (Ven.) ELLAWALA MEDHANANDA THERO, M.P., Thero, M.P.", : Buddhism, : 28-01-1937,http://parliament.lk/uploads/images/members/profile_images/thumbs/1497.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1497.jpg', 'path': 'full/fb410737995003c8aded83b21f2961555ab818db.jpg', 'checksum': '04ddcbaf79ebeb0c10c3227f7fb3c365'}]",United People's Freedom Alliance(UPFA),
"Hon. VEN. KATHALUWE RATHANASEEHA THERO, M.P.,, M.P.", : Buddhism, : 28-12-1958,http://parliament.lk/uploads/images/members/profile_images/thumbs/1421.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1421.jpg', 'path': 'full/f6304069438f41bd611db70daa36dad0b0cc56ea.jpg', 'checksum': '2acacea8ff0449a39fa9da8132c9233f'}]",Jathika Hela Urumaya (JHU),
"Hon. (Ven.) KOTAPOLA AMARAKITTI  THERO, M.P., Thero, M.P.", : Buddhism, : 02-02-1949,http://parliament.lk/uploads/images/members/profile_images/thumbs/1420.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1420.jpg', 'path': 'full/3a4b1aba3bfb5352917b93a1a6f4b5f4f3204a7d.jpg', 'checksum': '7977c3e2902938ca121bef6828e73004'}]",Jathika Hela Urumaya (JHU),
"Hon. (Ven.) APAREKKE PUNNANANDA  THERO, M.P., Thero, M.P.", : Buddhism,,http://parliament.lk/uploads/images/members/profile_images/thumbs/1426.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1426.jpg', 'path': 'full/d8b9d9dd9b55f56937ce5ac141557492a4cb8056.jpg', 'checksum': 'fb664de1ac2d9869c98cb3ac02688403'}]",Jathika Hela Urumaya (JHU),
"Hon. Velupillay, Cannappen Velusingham, M.P.",, : 14-09-1914,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Ceylon Indian Congress (CIC),
"Hon. Veerasingham, Anandasangaree, M.P.", : Hindu, : 15-06-1933,http://parliament.lk/uploads/images/members/profile_images/thumbs/65.jpg,Chairman - Karachchi Village Council; Chairman - Kilinochchi Town Council; MP for Kilinochchi from 1970 - 1977; Re - elected to Kilinochchi 1977 - 1983; Vacated post Voluntarily; Elected MP for Jaffna District October 2000., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/65.jpg', 'path': 'full/0b3e07f4ed0114e27c4e7323ec462c16a7bd3115.jpg', 'checksum': 'bee9dc6958fc58c46522d480d56db1bf'}]",Tamil United Liberation Front (TULF), : Attorney-at - Law
"Hon. Vanniasingham, Cumaraswamy, M.P.",, : 20-10-1911,http://parliament.lk/uploads/images/members/profile_images/thumbs/2766.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2766.jpg', 'path': 'full/f8d1a3e8baa46cc1dd3adb5f0febadf027a08ef4.jpg', 'checksum': 'f797ee8b671d960b962da4f1a3d7578a'}]",Federal Party (FP),
"Hon. Wimalasena, Dahamkith Chandramani, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. William, Thomas Thangathurai, M.P.", : Roman Catholicism, : 13-02-1944,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Illankai Tamil Arasu Kadchi (ITAK),
"Hon. Veerasingham, Visvalingam, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Independent (Ind),
"Hon. Wimalanaga, Polwattegamage Osmund, M.P.",, : 13-06-1932,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Lanka Sama Samaja Party (LSSP),
"Hon. (Dr.) Wijeyeratne, Nissanka Parakrama, M.P.",, : 14-06-1924,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wille, George Alfred Henry, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",,
"Hon. Wijewardene, Vimala, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2835.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2835.jpg', 'path': 'full/7972ed97c58ed769aa5031fd2e9987f863a5c448.jpg', 'checksum': 'ea56400ee6ed5863e8e4d024cfd086a7'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Wijesiri, Rankeththage Premachandra, M.P.",, : 05-05-1932,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijetunga, Wijetunga Mudiyanselage Dingiri Banda, M.P.",, : 16-12-1922,http://parliament.lk/uploads/images/members/profile_images/thumbs/2833.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2833.jpg', 'path': 'full/699f06ca5addd0da2c97e6a13abfaf586e958da3.jpg', 'checksum': '84416719e9539f2bac33fe9995febe9f'}]",United National Party (UNP),
"Hon. Wijesiri, Lohini Mahesweri Eriyagama, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijesuriya, Henry Edmund, M.P.",, : 21-06-1919,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijesundara, Punchi Bandara, M.P.",, : 29-07-1929,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Lanka Sama Samaja Party (LSSP),
"Hon. Wijewardane, Meeliyadde Devage Samarapala, M.P.",, : 29-05-1925,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Wijesinghe, Piyadasa, M.P.",, : 10-07-1924,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Wijesinghe, Mutukuda Arachchige Jayasinghe, M.P.",, : 01-08-1920,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Wijesinghe, Kuruppu Appuhamillage Leelaratne, M.P.",, : 21-11-1923,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. (Dr.) Wijesekera, Gamini Chandra, M.P.",, : 08-10-1940,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijeratne, Ranjan, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2822.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2822.jpg', 'path': 'full/b2015a558f68cec37e6ff6c480be3886ce52316e.jpg', 'checksum': '636164c7760203ae2ba9c1199531d64e'}]",United National Party (UNP),
"Hon. Wijeratne, Mahendra Surasinghe, M.P.",, : 12-04-1934,http://parliament.lk/uploads/images/members/profile_images/thumbs/2821.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2821.jpg', 'path': 'full/08228a0f9a0ad011c472a52fe4edb287bdfda0e6.jpg', 'checksum': '97237ae9e21dcb3aef54cd9887b4869f'}]",United National Party (UNP), : Parliamentarian
"Hon. Wijenayake, Piyasiri, M.P.", : Buddhism, : 24-08-1960,http://parliament.lk/uploads/images/members/profile_images/thumbs/1429.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1429.jpg', 'path': 'full/6774e3cac3ad9c3328f8c31bf7dc597b6ca53eba.jpg', 'checksum': 'c9b5d289f56e2ccfe11466601760c290'}]",United People's Freedom Alliance(UPFA),
"Hon. Wijeratne Banda, Kotugodelle Yapa Mudiyanselage, M.P.",, : 30-08-1927,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Wijeratna Banda, Jambugahapitiya Gedera, M.P.",, : 01-12-1938,http://parliament.lk/uploads/images/members/profile_images/thumbs/2823.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2823.jpg', 'path': 'full/42c8f852f1a7bfffacc6717e0f8f53cd00a7960c.jpg', 'checksum': '950080043f6109746d240e9546a16208'}]",United National Party (UNP),
"Hon. Wijemanne, Vincent Leonald, M.P.",, : 31-10-1909,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijekoon, Saranasiri Bandara, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijekoon, Wijekoon Mudiyanselage Ukku Banda, M.P.", : Buddhism, : 05-11-1934,http://parliament.lk/uploads/images/members/profile_images/thumbs/2819.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2819.jpg', 'path': 'full/2be3f5bf6a99c578d7860cfd41740525407391cb.jpg', 'checksum': '5092722308a743ccd4708bf94c87b143'}]",United National Party (UNP),
"Hon. Jayasundara Wijekoon, M.P.",, : 26-07-1947,http://parliament.lk/uploads/images/members/profile_images/thumbs/176.jpg,Member of Parliament - 2000, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/176.jpg', 'path': 'full/4e010748be00bf38152e29baeda3bfe60548681c.jpg', 'checksum': '933b0d661abf8275cc41b65a6c13534d'}]",United National Party (UNP),
"Hon. Wijegooneratne, Samaraweera Mudalige Don Reginald Valentine, M.P.",, : 09-06-1919,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijayawardhene, Kotavila Vithanage Charles Justin, M.P.",, : 18-11-1904,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wijayawardhana, Ranjan, M.P.", : Buddhism, : 18-10-1944,http://parliament.lk/uploads/images/members/profile_images/thumbs/2816.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2816.jpg', 'path': 'full/8c1e77f7f89843c98a07aaef9b24719373cef520.jpg', 'checksum': '7319c3611201bf275c748c1b0aaf0785'}]",United National Party (UNP),
"Hon. Wijayaratne, Edwin Aloysious Perera (Sir), M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Ceylon National Congress (CNC),
"Hon. Wijayasinha, Wijayabahu, M.P.",, : 30-05-1916,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Wickrematillake, Edward Dias, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wickrematillake, Charles Dias, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Wickremasinghe, Percy Abeywardhana, M.P.",, : 27-03-1918,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",The Ceylon Communist Party ((CCP),
"Hon. (Dr.) Wickremasinghe, Govinnage Wimal Padmasiri, M.P.",, : 25-11-1942,http://parliament.lk/uploads/images/members/profile_images/thumbs/2806.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2806.jpg', 'path': 'full/599c6583a48789550fbd789304962f5fd7da0f02.jpg', 'checksum': 'f6b5bf020331b209f87b55ccffb47dc8'}]",United National Party (UNP),
"Hon. Wickremasinghe, Wilson Punnasoma Abeywardena, M.P.",, : 25-12-1899,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",The Ceylon Communist Party ((CCP),
"Hon. Wickremasinghe, Doreen Winifred, M.P.",, : 15-02-1907,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",The Ceylon Communist Party ((CCP),
